pasada,pattern_file,idx_ini,idx_fin,dur_points,reasons,vh_kmh_max,grade_percent_extreme,vz_m_per_min_extreme,max_dx_m_s,max_dy_m_s,max_dz_m_s,plot_path,gpx_path
4c,4c_pattern_aligned_resampled.gpx,4718,4721,3,DZ_HAMPEL,4.602,-21.562,-16.058,1.082,0.680,0.268,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,4940,4943,3,DZ_HAMPEL,5.637,-4.797,-4.317,1.466,0.550,0.072,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5195,5198,3,DZ_HAMPEL,5.036,-26.230,-22.014,1.207,0.714,0.367,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5325,5331,6,DZ_HAMPEL,3.117,32.197,16.726,0.852,0.162,0.279,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5409,5416,7,DZ_HAMPEL|GRADE_UP,2.300,68.360,15.540,0.552,0.324,0.259,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5420,5430,10,GRADE_UP,1.941,55.114,14.281,0.392,0.445,0.238,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5551,5554,3,DZ_HAMPEL,4.251,16.734,11.855,1.180,0.131,0.198,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5570,5572,2,DZ_HAMPEL,3.917,29.228,19.079,0.915,0.589,0.318,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5580,5582,2,DZ_HAMPEL,4.160,20.920,14.505,1.145,0.154,0.242,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5605,5609,4,DZ_HAMPEL|GRADE_UP,3.355,46.120,25.478,0.844,0.438,0.425,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5639,5642,3,GRADE_UP,2.728,44.354,20.170,0.753,0.086,0.336,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5669,5671,2,GRADE_UP,3.706,39.453,24.370,0.958,0.376,0.406,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5674,5676,2,DZ_HAMPEL,3.169,-20.034,-10.580,0.880,0.033,0.176,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5677,5681,4,GRADE_UP,2.924,47.552,23.177,0.478,0.657,0.386,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5769,5773,4,DZ_HAMPEL,4.779,5.724,4.559,1.322,0.127,0.076,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,5958,5962,4,DZ_HAMPEL,4.553,14.409,10.934,0.786,0.991,0.182,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6047,6066,19,GRADE_DOWN,0.827,-66.778,-9.207,0.211,0.091,0.153,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6486,6492,6,DZ_HAMPEL,4.330,33.619,24.234,0.981,0.754,0.404,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6764,6771,7,DZ_HAMPEL,4.278,16.850,10.772,0.541,1.090,0.180,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6868,6871,3,DZ_HAMPEL,4.693,-11.967,-9.361,0.793,1.035,0.156,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6932,6936,4,DZ_HAMPEL,4.590,-24.698,-18.243,0.815,0.996,0.304,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6959,6976,17,DZ_HAMPEL|GRADE_UP,2.380,37.091,12.631,0.406,0.522,0.211,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,6999,7011,12,GRADE_UP,2.750,48.192,17.603,0.468,0.604,0.293,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7024,7029,5,GRADE_UP,2.531,38.660,16.311,0.701,0.057,0.272,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7035,7039,4,GRADE_UP,2.623,45.630,19.945,0.709,0.195,0.332,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7043,7080,37,GRADE_UP,2.260,41.991,13.818,0.625,0.353,0.230,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7087,7098,11,GRADE_UP,2.203,46.765,13.736,0.196,0.580,0.229,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7102,7129,27,GRADE_UP,1.777,56.859,15.739,0.316,0.491,0.262,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7139,7154,15,GRADE_UP,1.282,44.945,9.600,0.011,0.356,0.160,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7172,7185,13,GRADE_UP,1.772,39.873,11.773,0.305,0.386,0.196,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7212,7215,3,DZ_HAMPEL|GRADE_UP,8.111,53.060,53.055,1.584,1.667,0.884,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7371,7380,9,DZ_HAMPEL|GRADE_UP,3.390,46.243,9.986,0.922,0.347,0.166,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7424,7427,3,DZ_HAMPEL,3.565,2.448,1.455,0.608,0.782,0.024,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7465,7473,8,GRADE_UP,2.802,44.133,20.166,0.020,0.778,0.336,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7578,7586,8,GRADE_UP,1.893,38.120,12.030,0.038,0.525,0.200,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7595,7607,12,GRADE_UP,1.335,48.391,10.588,0.014,0.370,0.176,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7618,7630,12,GRADE_UP,1.655,65.916,18.177,0.032,0.459,0.303,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7773,7780,7,GRADE_UP,2.576,40.152,17.240,0.394,0.597,0.287,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7795,7836,41,DZ_HAMPEL|GRADE_UP,2.276,43.837,14.853,0.279,0.591,0.248,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,7894,7907,13,GRADE_UP,2.196,52.182,14.529,0.539,0.404,0.242,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,8949,8952,3,DZ_HAMPEL,3.552,30.798,18.154,0.979,0.131,0.303,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9172,9177,5,DZ_HAMPEL,3.885,0.000,0.000,1.023,0.343,0.000,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9205,9210,5,DZ_HAMPEL,3.554,-9.562,-5.663,0.916,0.395,0.094,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9587,9589,2,DZ_HAMPEL|GRADE_UP,4.311,36.631,26.321,1.198,0.061,0.439,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9626,9628,2,DZ_HAMPEL,7.916,-38.016,-47.174,2.067,1.362,0.786,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9638,9640,2,DZ_HAMPEL,5.011,-22.589,-18.866,1.335,0.393,0.314,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9687,9692,5,DZ_HAMPEL,5.332,15.684,10.301,1.358,0.623,0.172,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9800,9802,2,DZ_HAMPEL,3.639,-4.191,-2.542,0.617,0.801,0.042,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,9943,10001,58,GRADE_UP,0.311,67.041,3.479,0.079,0.036,0.058,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10313,10317,4,DZ_HAMPEL,2.926,25.086,12.235,0.780,0.264,0.204,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10423,10438,15,GRADE_DOWN,2.559,-63.695,-27.170,0.227,0.674,0.453,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10463,10478,15,GRADE_DOWN,2.018,-61.444,-20.668,0.049,0.558,0.344,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10629,10643,14,GRADE_UP,2.558,36.631,15.615,0.702,0.111,0.260,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10806,10813,7,GRADE_UP,2.439,48.716,19.807,0.656,0.168,0.330,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,10830,10835,5,DZ_HAMPEL|GRADE_UP,2.653,38.971,17.234,0.650,0.399,0.287,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,11098,11106,8,GRADE_UP,2.546,43.893,18.205,0.603,0.431,0.303,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,11514,11527,13,GRADE_UP,1.742,37.958,11.022,0.333,0.351,0.184,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,11985,11989,4,DZ_HAMPEL,3.596,15.891,9.524,0.235,0.971,0.159,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,13877,13880,3,DZ_HAMPEL,4.716,-23.171,-17.461,1.285,0.256,0.291,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,14148,14156,8,GRADE_UP,3.360,35.319,19.776,0.543,0.759,0.330,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,14252,14255,3,DZ_HAMPEL,2.871,21.349,10.215,0.792,0.095,0.170,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,14269,14276,7,GRADE_UP,1.960,39.049,12.755,0.504,0.205,0.213,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,14448,14458,10,GRADE_UP,2.478,52.161,20.023,0.686,0.131,0.334,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,14467,14470,3,DZ_HAMPEL,2.452,28.962,11.834,0.439,0.521,0.197,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15292,15298,6,DZ_HAMPEL|GRADE_DOWN,3.122,-62.685,-32.617,0.867,0.036,0.544,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15334,15352,18,GRADE_UP,3.179,41.152,21.273,0.717,0.516,0.355,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15434,15443,9,DZ_HAMPEL|GRADE_UP,2.317,41.519,15.295,0.574,0.291,0.255,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15447,15453,6,DZ_HAMPEL|GRADE_UP,2.563,46.663,19.931,0.695,0.198,0.332,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15467,15473,6,GRADE_UP,2.228,48.919,18.163,0.604,0.135,0.303,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15487,15502,15,GRADE_UP,2.231,38.763,14.411,0.620,0.007,0.240,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15570,15577,7,DZ_HAMPEL,3.767,13.564,7.202,0.827,0.753,0.120,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15701,15707,6,DZ_HAMPEL,4.053,1.260,0.851,1.125,0.047,0.014,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15708,15714,6,DZ_HAMPEL,4.671,-6.330,-4.929,1.276,0.237,0.082,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15752,15772,20,GRADE_DOWN,1.345,-80.047,-17.949,0.321,0.191,0.299,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15929,15940,11,GRADE_UP,2.103,38.742,13.577,0.563,0.155,0.226,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,15965,16006,41,GRADE_UP,0.476,41.527,3.294,0.116,0.064,0.055,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,16101,16117,16,GRADE_UP,1.958,37.942,11.891,0.543,0.036,0.198,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,16535,16545,10,GRADE_UP,2.717,35.985,16.297,0.705,0.271,0.272,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,17147,17149,2,DZ_HAMPEL,3.726,-3.671,-2.280,0.784,0.676,0.038,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,17230,17235,5,GRADE_UP,3.025,48.298,21.829,0.818,0.205,0.364,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,17290,17292,2,DZ_HAMPEL,3.274,-5.569,-3.038,0.587,0.694,0.051,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,17919,17925,6,DZ_HAMPEL,4.165,-21.836,-15.053,0.203,1.139,0.251,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,19708,19710,2,DZ_HAMPEL|JERK,30.999,-30.211,-156.085,6.068,6.109,2.601,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,21524,21530,6,DZ_HAMPEL,3.643,-19.021,-11.549,0.872,0.514,0.192,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4c,4c_pattern_aligned_resampled.gpx,21672,21676,4,DZ_HAMPEL,3.281,-29.753,-16.270,0.911,0.023,0.271,data\reports\plots\4c_pattern_aligned_resampled.png,data\reports\gpx\4c_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,262,267,5,DZ_HAMPEL,8.404,25.473,33.641,2.016,2.242,0.561,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,372,375,3,DZ_HAMPEL|JERK,25.635,18.243,46.214,7.012,2.833,0.770,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,590,592,2,DZ_HAMPEL,13.331,20.220,41.647,3.399,1.736,0.694,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,644,648,4,DZ_HAMPEL|JERK|VH,45.972,15.530,118.989,12.330,3.322,1.983,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,685,687,2,DZ_HAMPEL,5.769,34.876,33.536,1.027,1.391,0.559,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,713,715,2,DZ_HAMPEL|JERK,35.803,15.467,92.296,5.927,7.987,1.538,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,1214,1220,6,DZ_HAMPEL|GRADE_UP,4.082,42.243,28.739,0.746,0.932,0.479,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,1445,1448,3,DZ_HAMPEL|JERK,26.871,18.895,-42.159,5.426,5.126,0.703,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4106,4117,11,GRADE_UP,2.590,39.937,17.241,0.602,0.395,0.287,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4263,4271,8,GRADE_UP,4.008,74.437,49.726,0.404,1.071,0.829,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4311,4314,3,DZ_HAMPEL,5.918,17.674,17.433,0.862,1.400,0.291,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4503,4510,7,GRADE_UP,2.804,37.541,17.544,0.550,0.599,0.292,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4571,4580,9,GRADE_UP,2.373,36.676,14.165,0.563,0.342,0.236,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4606,4644,38,GRADE_UP,2.680,44.420,19.842,0.676,0.543,0.331,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4659,4683,24,GRADE_UP,2.499,41.673,15.695,0.515,0.465,0.262,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4695,4712,17,GRADE_UP,1.774,43.703,11.220,0.214,0.444,0.187,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,4827,4830,3,DZ_HAMPEL,4.551,-19.280,-14.625,0.942,0.843,0.244,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5061,5063,2,DZ_HAMPEL,5.016,-2.631,-2.200,1.305,0.489,0.037,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5137,5141,4,DZ_HAMPEL,5.691,-26.468,-25.104,1.246,0.973,0.418,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5444,5450,6,DZ_HAMPEL,3.166,32.197,16.986,0.865,0.158,0.283,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5528,5535,7,GRADE_UP,1.204,68.360,13.714,0.173,0.286,0.229,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5540,5544,4,DZ_HAMPEL|GRADE_UP,3.822,55.114,35.108,0.990,0.508,0.585,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5699,5701,2,DZ_HAMPEL,3.511,20.920,11.816,0.971,0.125,0.197,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5706,5708,2,DZ_HAMPEL,4.483,0.000,0.000,1.245,0.000,0.000,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5724,5727,3,DZ_HAMPEL|GRADE_UP,3.939,46.120,30.278,0.989,0.521,0.505,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5757,5760,3,DZ_HAMPEL|GRADE_UP,3.363,44.354,24.857,0.928,0.106,0.414,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
4d,4d_pattern_aligned_resampled.gpx,5789,5791,2,GRADE_UP,3.281,39.453,21.577,0.848,0.333,0.360,data\reports\plots\4d_pattern_aligned_resampled.png,data\reports\gpx\4d_pattern_aligned_resampled_anomalies.gpx
