pasada,pattern_file,point_index,slope_percent,lat,lon,ele,window_length_m
1,1_pattern,334,35.41,43.388223,-5.852043,559.0,6.7
1,1_pattern,357,42.22,43.38809,-5.853968,577.8,6.2
1,1_pattern,367,35.93,43.38777,-5.854269,583.6,5.0
1,1_pattern,548,-66.86,43.384069,-5.852143,523.8,8.7
1,1_pattern,550,-50.83,43.384058,-5.85205,519.6,4.7
1,1_pattern,551,-49.37,43.384041,-5.852041,518.6,2.0
1,1_pattern,553,-54.28,43.384028,-5.851982,515.0,7.6
1,1_pattern,555,-47.72,43.383965,-5.851966,513.4,9.0
1,1_pattern,560,-46.63,43.384215,-5.851695,506.9,5.6
1,1_pattern,561,-40.17,43.384208,-5.851669,506.0,2.2
1,1_pattern,580,-37.56,43.382429,-5.851948,467.1,6.7
1,1_pattern,590,-52.85,43.382226,-5.852533,458.7,9.0
1,1_pattern,591,-87.56,43.382209,-5.852543,456.9,2.1
1,1_pattern,592,-82.79,43.382199,-5.852534,455.8,1.3
1,1_pattern,593,-58.12,43.382191,-5.852521,455.0,1.4
1,1_pattern,597,59.53,43.382191,-5.852431,457.2,7.4
1,1_pattern,598,-75.18,43.382188,-5.8524,455.3,2.5
1,1_pattern,603,-40.43,43.382201,-5.852094,453.6,8.9
1,1_pattern,604,-56.74,43.382179,-5.852054,451.3,4.1
1,1_pattern,605,-35.65,43.382158,-5.852024,450.1,3.4
1,1_pattern,606,-61.60,43.382126,-5.85201,447.8,3.7
1,1_pattern,607,-57.26,43.382095,-5.851989,445.6,3.8
1,1_pattern,610,-37.28,43.382024,-5.85197,443.6,8.1
1,1_pattern,611,-35.65,43.38201,-5.85195,442.8,2.2
1,1_pattern,612,-46.49,43.38199,-5.85194,441.7,2.4
1,1_pattern,613,-59.98,43.381976,-5.851928,440.6,1.8
1,1_pattern,632,-38.82,43.381839,-5.851116,429.1,9.7
1,1_pattern,648,-38.88,43.381969,-5.850501,423.0,8.0
1,1_pattern,657,-35.95,43.382039,-5.850118,416.2,8.3
1,1_pattern,660,-47.33,43.382069,-5.850037,415.3,7.6
1,1_pattern,661,-69.97,43.38206,-5.850027,414.4,1.3
1,1_pattern,663,-41.20,43.382033,-5.850019,413.4,3.1
1,1_pattern,664,-37.63,43.382013,-5.850037,412.4,2.7
1,1_pattern,677,-42.97,43.381738,-5.850172,402.2,9.7
1,1_pattern,697,-40.79,43.382224,-5.848903,386.8,9.5
1,1_pattern,725,-35.60,43.381571,-5.848907,365.3,7.4
1,1_pattern,744,-43.45,43.380802,-5.849746,348.8,3.7
1,1_pattern,771,-44.02,43.379838,-5.850545,317.3,7.0
1,1_pattern,780,-37.35,43.379322,-5.850778,307.1,7.0
1,1_pattern,990,-40.25,43.388779,-5.832956,266.6,9.9
1,1_pattern,993,-35.15,43.388713,-5.832979,265.0,7.7
1,1_pattern,1002,-38.24,43.38866,-5.832763,262.5,8.6
1,1_pattern,1020,-36.47,43.388191,-5.832373,248.0,7.3
1,1_pattern,1032,-38.70,43.388284,-5.831829,239.7,8.3
10,10_pattern,165,44.14,43.400735,-5.826444,162.0,4.1
11,11_pattern,165,44.14,43.400735,-5.826444,162.0,4.1
14,14_pattern,214,-38.32,43.322318,-4.263975,203.7,7.8
14,14_pattern,252,-35.17,43.321173,-4.263192,196.1,7.6
14,14_pattern,290,-56.42,43.320769,-4.264008,173.4,8.7
14,14_pattern,358,37.29,43.319087,-4.26,156.8,7.4
14,14_pattern,381,35.11,43.31984,-4.258942,178.9,8.3
14,14_pattern,412,-46.83,43.319732,-4.260018,169.3,6.0
14,14_pattern,442,35.07,43.319071,-4.260294,155.6,5.1
15,15_pattern,4,-61.07,43.200876,-3.584455,686.3,8.0
15,15_pattern,7,46.21,43.200839,-3.584475,687.2,6.3
15,15_pattern,47,48.23,43.199514,-3.587331,717.9,7.7
15,15_pattern,51,96.13,43.199543,-3.587421,719.3,9.9
15,15_pattern,52,44.42,43.199557,-3.587437,720.2,2.0
15,15_pattern,54,44.95,43.199588,-3.587501,722.0,6.6
15,15_pattern,55,128.43,43.199581,-3.587513,723.6,1.2
15,15_pattern,56,-36.32,43.199607,-3.587554,722.0,4.4
15,15_pattern,58,104.10,43.199632,-3.587635,726.4,7.2
15,15_pattern,59,87.14,43.19964,-3.587658,728.2,2.1
15,15_pattern,63,41.70,43.199624,-3.587818,731.9,9.6
15,15_pattern,69,49.61,43.199628,-3.587993,736.3,8.6
15,15_pattern,73,51.03,43.199609,-3.588157,740.1,8.4
15,15_pattern,74,46.63,43.199596,-3.588204,742.0,4.1
15,15_pattern,76,42.04,43.199603,-3.588309,744.3,8.9
15,15_pattern,84,37.01,43.19957,-3.588846,756.1,6.5
15,15_pattern,92,41.79,43.199325,-3.589342,772.2,8.9
15,15_pattern,96,44.88,43.199461,-3.589513,776.5,7.2
15,15_pattern,100,46.82,43.199586,-3.589802,784.2,4.9
15,15_pattern,109,38.25,43.199899,-3.590251,793.6,7.6
15,15_pattern,115,46.18,43.200115,-3.590748,805.1,3.0
15,15_pattern,149,35.62,43.201239,-3.593535,844.4,9.1
15,15_pattern,152,36.35,43.201268,-3.593742,849.4,5.8
15,15_pattern,159,47.43,43.201131,-3.594241,862.2,4.2
15,15_pattern,161,48.71,43.20112,-3.594383,865.5,4.7
15,15_pattern,170,53.48,43.201194,-3.594886,878.0,9.2
15,15_pattern,171,42.30,43.201204,-3.594915,879.1,2.6
15,15_pattern,172,48.04,43.201228,-3.594935,880.6,3.1
15,15_pattern,173,38.27,43.201253,-3.594944,881.7,2.9
15,15_pattern,189,40.96,43.201657,-3.595119,891.5,8.5
15,15_pattern,229,57.57,43.202494,-3.59896,924.5,9.1
15,15_pattern,244,37.23,43.202247,-3.600159,949.3,3.5
15,15_pattern,246,46.73,43.202207,-3.600225,952.0,7.4
15,15_pattern,261,-37.50,43.201759,-3.601287,948.4,8.6
15,15_pattern,286,-51.94,43.201569,-3.604632,941.8,6.4
15,15_pattern,358,47.88,43.202118,-3.610113,988.4,6.7
15,15_pattern,360,53.51,43.202213,-3.61029,996.1,8.8
15,15_pattern,372,63.03,43.202423,-3.61175,1009.7,8.8
15,15_pattern,373,96.90,43.20242,-3.611753,1010.1,0.4
15,15_pattern,374,96.90,43.202417,-3.61175,1010.5,0.4
15,15_pattern,389,37.75,43.202282,-3.613092,1026.2,7.9
15,15_pattern,390,68.66,43.202243,-3.613155,1030.8,6.7
15,15_pattern,391,68.28,43.202187,-3.613199,1035.7,7.2
15,15_pattern,395,36.99,43.201994,-3.613282,1043.5,9.8
15,15_pattern,397,50.52,43.201881,-3.613289,1048.8,8.9
15,15_pattern,399,35.26,43.201817,-3.613432,1053.1,6.0
15,15_pattern,402,44.83,43.201709,-3.6136,1059.7,5.8
15,15_pattern,407,42.73,43.201576,-3.613632,1063.1,9.9
15,15_pattern,408,52.97,43.201543,-3.613656,1065.3,4.2
15,15_pattern,413,36.86,43.201381,-3.613748,1069.7,7.0
15,15_pattern,427,42.17,43.201173,-3.614678,1081.5,6.2
15,15_pattern,429,51.29,43.201162,-3.614765,1084.6,7.2
15,15_pattern,431,78.27,43.201172,-3.614809,1085.9,5.6
15,15_pattern,432,73.84,43.201168,-3.614823,1086.8,1.2
15,15_pattern,434,52.44,43.201067,-3.614787,1089.8,5.3
15,15_pattern,435,80.32,43.201046,-3.61481,1092.2,3.0
15,15_pattern,436,217.86,43.201019,-3.614805,1098.8,3.0
15,15_pattern,437,142.44,43.200994,-3.61483,1103.7,3.4
15,15_pattern,438,71.38,43.200995,-3.614825,1104.0,0.4
15,15_pattern,440,41.62,43.200971,-3.614898,1105.4,6.5
15,15_pattern,442,88.53,43.200912,-3.614944,1110.5,8.0
15,15_pattern,443,186.69,43.200868,-3.614914,1120.7,5.5
15,15_pattern,444,61.87,43.200858,-3.614964,1123.3,4.2
15,15_pattern,445,123.45,43.200809,-3.614974,1130.1,5.5
15,15_pattern,446,100.65,43.200767,-3.614939,1135.6,5.5
15,15_pattern,447,88.98,43.200745,-3.614901,1139.1,3.9
15,15_pattern,448,150.09,43.20071,-3.614848,1147.8,5.8
15,15_pattern,449,159.72,43.200691,-3.614798,1155.1,4.6
15,15_pattern,450,351.84,43.200672,-3.614773,1165.4,2.9
15,15_pattern,451,190.10,43.20064,-3.614759,1172.5,3.7
15,15_pattern,452,279.30,43.200607,-3.614735,1184.1,4.2
15,15_pattern,453,263.32,43.200579,-3.614709,1194.0,3.8
15,15_pattern,455,-130.96,43.200543,-3.614737,1190.7,4.9
15,15_pattern,456,-172.18,43.200535,-3.614783,1184.1,3.8
15,15_pattern,458,82.78,43.200483,-3.61486,1186.5,8.5
15,15_pattern,459,88.97,43.200458,-3.614881,1189.4,3.3
15,15_pattern,460,36.34,43.200446,-3.614893,1190.0,1.7
15,15_pattern,461,-188.95,43.200439,-3.614947,1181.6,4.4
15,15_pattern,462,-94.62,43.200421,-3.614979,1178.5,3.3
15,15_pattern,463,50.81,43.200398,-3.615028,1180.9,4.7
15,15_pattern,465,144.55,43.200338,-3.615106,1189.2,9.3
15,15_pattern,467,-59.32,43.200298,-3.615104,1189.0,4.7
15,15_pattern,468,-36.98,43.200283,-3.615087,1188.2,2.2
15,15_pattern,470,46.13,43.200211,-3.615071,1191.4,8.1
15,15_pattern,471,40.05,43.200173,-3.615066,1193.1,4.2
15,15_pattern,477,-52.52,43.199886,-3.615244,1187.6,7.9
15,15_pattern,480,35.25,43.19988,-3.615445,1188.6,7.9
15,15_pattern,482,131.58,43.199864,-3.61563,1201.8,4.3
15,15_pattern,483,110.12,43.19986,-3.615688,1207.0,4.7
15,15_pattern,485,94.43,43.199884,-3.615809,1213.1,5.2
15,15_pattern,486,39.26,43.19991,-3.615879,1215.6,6.4
15,15_pattern,487,57.20,43.19993,-3.615947,1219.0,5.9
15,15_pattern,488,85.62,43.199952,-3.616014,1224.1,6.0
15,15_pattern,489,62.17,43.200005,-3.61609,1229.4,8.5
15,15_pattern,490,75.54,43.200012,-3.616128,1231.8,3.2
15,15_pattern,491,69.99,43.200005,-3.61618,1234.8,4.3
15,15_pattern,492,40.40,43.200024,-3.616255,1237.4,6.4
15,15_pattern,493,92.96,43.200023,-3.616324,1242.6,5.6
15,15_pattern,494,74.57,43.200019,-3.61637,1245.4,3.8
15,15_pattern,500,64.87,43.200018,-3.616674,1251.5,4.5
15,15_pattern,501,51.89,43.200026,-3.61673,1253.9,4.6
15,15_pattern,502,78.68,43.200051,-3.616797,1258.7,6.1
15,15_pattern,505,79.19,43.200054,-3.616951,1263.8,8.0
15,15_pattern,506,80.39,43.200077,-3.61697,1266.2,3.0
15,15_pattern,507,68.43,43.200084,-3.617001,1268.0,2.6
15,15_pattern,508,63.75,43.200091,-3.61707,1271.6,5.6
15,15_pattern,510,105.26,43.200123,-3.617166,1277.7,8.6
15,15_pattern,511,51.32,43.200122,-3.61719,1278.7,1.9
15,15_pattern,514,44.45,43.200122,-3.617287,1280.8,7.9
15,15_pattern,515,44.69,43.200128,-3.617336,1282.6,4.0
15,15_pattern,516,40.55,43.200136,-3.617374,1283.9,3.2
15,15_pattern,521,38.86,43.200122,-3.617598,1287.7,8.5
15,15_pattern,524,-38.95,43.200105,-3.617693,1286.8,7.9
15,15_pattern,525,39.17,43.200083,-3.617702,1287.8,2.6
15,15_pattern,598,56.73,43.195064,-3.622953,1283.1,1.2
15,15_pattern,603,-41.95,43.194764,-3.6234,1281.7,4.8
15,15_pattern,616,66.58,43.19427,-3.623702,1290.1,6.8
15,15_pattern,617,42.00,43.194256,-3.623669,1291.4,3.1
15,15_pattern,619,42.69,43.194182,-3.623593,1295.2,7.3
15,15_pattern,622,77.75,43.193983,-3.623477,1305.9,5.8
15,15_pattern,624,91.10,43.193913,-3.623413,1310.1,4.1
15,15_pattern,625,80.56,43.193931,-3.623362,1313.8,4.6
15,15_pattern,626,71.38,43.193932,-3.623357,1314.1,0.4
15,15_pattern,627,55.63,43.193927,-3.623329,1315.4,2.3
15,15_pattern,646,35.11,43.192861,-3.623402,1323.1,1.4
15,15_pattern,685,-42.14,43.190769,-3.624062,1298.3,7.8
15,15_pattern,722,-37.78,43.189751,-3.62627,1289.8,5.8
15,15_pattern,729,-40.77,43.189674,-3.626589,1283.7,6.3
15,15_pattern,744,-35.61,43.189525,-3.627594,1265.0,9.3
15,15_pattern,751,-51.29,43.189952,-3.627789,1250.9,5.7
15,15_pattern,752,-56.00,43.189983,-3.627824,1248.4,4.5
15,15_pattern,788,-37.14,43.188474,-3.631036,1225.9,9.2
15,15_pattern,873,-42.54,43.194486,-3.628511,1102.0,6.6
15,15_pattern,876,-44.52,43.194693,-3.62847,1094.9,3.4
15,15_pattern,938,58.48,43.192883,-3.633826,1059.7,6.3
15,15_pattern,942,-35.64,43.192951,-3.634204,1055.0,2.5
15,15_pattern,945,-60.18,43.192973,-3.634516,1045.3,3.3
15,15_pattern,949,-37.37,43.1931,-3.634862,1035.6,7.0
15,15_pattern,952,39.19,43.193202,-3.635088,1038.4,9.2
15,15_pattern,955,-65.57,43.193382,-3.635445,1031.6,6.4
15,15_pattern,961,49.48,43.193446,-3.636235,1039.4,7.9
15,15_pattern,964,131.94,43.193404,-3.636521,1056.4,7.0
15,15_pattern,965,68.42,43.193358,-3.636572,1060.9,6.6
15,15_pattern,967,97.69,43.193273,-3.636761,1073.1,8.4
15,15_pattern,969,46.76,43.193268,-3.637025,1079.1,9.4
15,15_pattern,971,-49.15,43.193321,-3.637221,1076.6,7.7
15,15_pattern,973,63.45,43.193286,-3.637464,1084.8,9.1
15,15_pattern,974,51.12,43.19327,-3.637558,1088.8,7.8
15,15_pattern,1036,60.85,43.193087,-3.644179,1116.1,2.5
15,15_pattern,1038,-43.76,43.193018,-3.644327,1113.9,6.9
15,15_pattern,1039,-44.52,43.193017,-3.644338,1113.5,0.9
15,15_pattern,1263,-37.98,43.201184,-3.638827,1083.3,5.3
15,15_pattern,1264,-37.62,43.201196,-3.638811,1082.6,1.9
15,15_pattern,1278,-89.09,43.202034,-3.637986,1079.9,9.7
15,15_pattern,1283,-54.31,43.202267,-3.637694,1075.8,8.6
15,15_pattern,1286,-81.89,43.202434,-3.637497,1077.0,3.5
15,15_pattern,1290,-90.35,43.202629,-3.63728,1065.4,6.6
15,15_pattern,1291,-41.63,43.20266,-3.637253,1063.7,4.1
15,15_pattern,1292,-37.00,43.202718,-3.637177,1060.4,8.9
15,15_pattern,1301,-35.83,43.203328,-3.636164,1055.0,8.4
15,15_pattern,1302,-56.54,43.203361,-3.636108,1051.7,5.8
15,15_pattern,1307,77.76,43.203566,-3.635895,1051.1,9.8
15,15_pattern,1310,64.41,43.203782,-3.63569,1055.8,5.9
15,15_pattern,1318,-87.51,43.204364,-3.634895,1050.2,3.7
15,15_pattern,1322,72.67,43.20461,-3.634593,1052.7,0.3
15,15_pattern,1326,-68.15,43.204782,-3.634393,1050.6,7.2
15,15_pattern,1327,-58.21,43.204814,-3.634347,1047.6,5.2
15,15_pattern,1330,-89.91,43.204969,-3.634157,1041.0,8.1
15,15_pattern,1332,85.73,43.205094,-3.634108,1045.7,7.2
15,15_pattern,1333,53.93,43.205143,-3.634079,1048.9,5.9
15,15_pattern,1335,-50.73,43.205231,-3.63398,1041.6,2.8
15,15_pattern,1339,37.03,43.20541,-3.633817,1043.8,9.7
15,15_pattern,1340,-39.09,43.205405,-3.633796,1043.1,1.8
15,15_pattern,1342,-44.82,43.205407,-3.633673,1038.9,10.0
15,15_pattern,1355,-35.06,43.206102,-3.632747,1040.1,8.6
15,15_pattern,1362,-44.70,43.206363,-3.632218,1036.9,6.0
15,15_pattern,1385,38.48,43.207316,-3.630075,1031.5,2.1
15,15_pattern,1388,-40.93,43.207451,-3.62977,1030.9,4.6
15,15_pattern,1392,-62.69,43.207532,-3.629413,1026.5,4.5
15,15_pattern,1393,-44.41,43.20752,-3.62932,1023.1,7.7
15,15_pattern,1401,42.73,43.207659,-3.628577,1014.1,7.5
15,15_pattern,1405,-41.51,43.207796,-3.628304,1014.7,9.0
15,15_pattern,1417,-35.57,43.207813,-3.627322,1003.3,8.4
15,15_pattern,1420,-39.36,43.207753,-3.627209,999.9,8.3
15,15_pattern,1422,-44.88,43.207697,-3.627072,995.8,3.6
15,15_pattern,1469,51.22,43.208131,-3.622557,999.0,9.8
15,15_pattern,1470,-66.22,43.208166,-3.6225,995.0,6.0
15,15_pattern,1475,40.81,43.208313,-3.62193,1001.0,7.4
15,15_pattern,1496,44.94,43.207983,-3.620126,997.5,6.3
15,15_pattern,1505,37.08,43.208352,-3.620454,1010.1,7.3
15,15_pattern,1506,48.75,43.208414,-3.620467,1013.5,7.0
15,15_pattern,1507,42.51,43.208441,-3.620495,1015.1,3.8
15,15_pattern,1508,62.14,43.208488,-3.620515,1018.5,5.5
15,15_pattern,1509,49.03,43.208529,-3.620493,1020.9,4.9
15,15_pattern,1510,51.32,43.208557,-3.620491,1022.5,3.1
15,15_pattern,1511,53.21,43.208604,-3.620438,1026.1,6.8
15,15_pattern,1512,59.46,43.208646,-3.620401,1029.4,5.6
15,15_pattern,1514,44.77,43.208702,-3.620244,1032.9,4.2
15,15_pattern,1516,49.06,43.208757,-3.620135,1037.0,4.7
15,15_pattern,1518,48.54,43.208827,-3.620271,1041.7,4.7
15,15_pattern,1528,45.99,43.208985,-3.619173,1065.2,8.7
15,15_pattern,1532,38.91,43.209091,-3.61885,1071.7,6.9
15,15_pattern,1540,-41.84,43.208992,-3.618476,1071.0,9.7
15,15_pattern,1549,62.43,43.208849,-3.617858,1071.1,5.9
15,15_pattern,1554,-59.63,43.20872,-3.617607,1065.7,5.4
15,15_pattern,1555,-84.79,43.208691,-3.617555,1061.2,5.3
15,15_pattern,1556,-43.73,43.208692,-3.617524,1060.1,2.5
15,15_pattern,1559,50.08,43.208712,-3.617394,1061.5,8.5
15,15_pattern,1560,70.79,43.208721,-3.617369,1063.1,2.3
15,15_pattern,1561,54.87,43.208729,-3.617352,1064.0,1.6
15,15_pattern,1566,76.96,43.208746,-3.616875,1070.8,5.2
15,15_pattern,1570,42.99,43.208733,-3.616624,1072.7,6.6
15,15_pattern,1572,45.97,43.208797,-3.616522,1076.6,6.1
15,15_pattern,1573,82.03,43.20884,-3.616492,1081.0,5.4
15,15_pattern,1574,37.13,43.208865,-3.61642,1083.4,6.5
15,15_pattern,1575,56.53,43.20888,-3.616384,1085.3,3.4
15,15_pattern,1576,74.22,43.208909,-3.616381,1087.7,3.2
15,15_pattern,1577,59.43,43.208931,-3.616344,1090.0,3.9
15,15_pattern,1587,-65.91,43.208859,-3.615534,1085.1,4.6
15,15_pattern,1588,72.25,43.20886,-3.615464,1089.2,5.7
15,15_pattern,1589,59.08,43.208841,-3.615414,1091.9,4.6
15,15_pattern,1590,59.49,43.208827,-3.615344,1095.4,5.9
15,15_pattern,1593,-73.50,43.208852,-3.61504,1089.9,6.8
15,15_pattern,1594,-64.20,43.208845,-3.614956,1085.5,6.9
15,15_pattern,1597,-74.80,43.208785,-3.614763,1085.4,1.6
15,15_pattern,1598,-118.54,43.208747,-3.614742,1080.0,4.6
15,15_pattern,1602,72.94,43.208698,-3.614717,1079.5,7.5
15,15_pattern,1604,-69.37,43.208661,-3.614856,1074.1,4.0
15,15_pattern,1606,-64.82,43.208616,-3.614914,1070.1,7.8
15,15_pattern,1608,-39.94,43.208505,-3.61477,1065.9,8.3
15,15_pattern,1612,-44.06,43.208367,-3.61453,1057.2,8.6
15,15_pattern,1613,-53.96,43.208362,-3.61453,1056.9,0.6
15,15_pattern,1615,-47.24,43.208336,-3.614509,1055.4,3.4
15,15_pattern,1616,-48.32,43.208283,-3.614523,1052.5,6.0
15,15_pattern,1618,-64.64,43.208176,-3.614525,1047.5,4.5
15,15_pattern,1634,-54.33,43.20821,-3.61278,1039.4,4.2
15,15_pattern,1635,-41.51,43.208215,-3.612745,1038.2,2.9
15,15_pattern,1670,-39.31,43.208983,-3.609469,1028.7,5.3
15,15_pattern,1678,-38.08,43.208848,-3.609023,1022.7,8.9
15,15_pattern,1683,-35.64,43.208538,-3.608829,1015.4,7.0
15,15_pattern,1685,-54.38,43.208413,-3.608824,1010.4,6.3
15,15_pattern,1688,-50.29,43.208295,-3.608692,1007.4,1.8
15,15_pattern,1691,-89.98,43.208215,-3.608369,1002.1,3.8
15,15_pattern,1692,-50.61,43.208231,-3.608279,998.3,7.5
15,15_pattern,1693,-68.48,43.208215,-3.608246,996.1,3.2
15,15_pattern,1704,-35.66,43.208171,-3.607714,988.6,8.3
15,15_pattern,1707,-39.48,43.208041,-3.607776,984.2,2.0
15,15_pattern,1714,-40.89,43.207606,-3.607884,972.9,9.7
15,15_pattern,1715,-45.37,43.207536,-3.607929,969.0,8.6
15,15_pattern,1718,-51.13,43.207468,-3.608033,965.3,6.2
15,15_pattern,1722,-38.39,43.20739,-3.607957,962.0,8.5
15,15_pattern,1744,-78.73,43.207216,-3.605869,936.8,6.6
15,15_pattern,1745,-49.87,43.207186,-3.605886,935.0,3.6
15,15_pattern,1747,-52.16,43.207166,-3.605866,932.9,4.9
15,15_pattern,1749,-52.31,43.207206,-3.605717,930.1,2.3
15,15_pattern,1750,-36.74,43.207214,-3.6056,926.6,9.5
15,15_pattern,1751,-45.33,43.207217,-3.605543,924.5,4.6
15,15_pattern,1764,-36.10,43.207523,-3.604497,907.6,5.5
15,15_pattern,1776,-35.33,43.207067,-3.604047,892.9,3.1
15,15_pattern,1785,-41.99,43.207092,-3.60337,888.0,6.3
15,15_pattern,1909,-78.51,43.201307,-3.589177,708.8,8.6
15a,15a_pattern,42,47.41,43.199466,-3.587143,714.5,9.6
15a,15a_pattern,46,35.81,43.199511,-3.587298,717.7,7.3
15a,15a_pattern,49,42.31,43.199547,-3.58738,719.1,8.9
15a,15a_pattern,51,85.04,43.199543,-3.587421,721.7,3.7
15a,15a_pattern,55,72.24,43.199581,-3.587513,724.1,9.8
15a,15a_pattern,58,35.69,43.199632,-3.587635,726.8,7.2
15a,15a_pattern,65,40.14,43.199632,-3.587894,732.9,6.4
15a,15a_pattern,68,44.51,43.199634,-3.587949,734.1,5.0
15a,15a_pattern,73,36.45,43.199609,-3.588157,739.5,8.4
15a,15a_pattern,75,41.15,43.199609,-3.588242,742.0,7.5
15a,15a_pattern,78,38.01,43.19966,-3.588422,746.4,3.7
15a,15a_pattern,85,38.86,43.199572,-3.588884,756.2,9.6
15a,15a_pattern,92,39.53,43.199325,-3.589342,771.9,8.9
15a,15a_pattern,96,41.43,43.199461,-3.589513,775.8,7.2
15a,15a_pattern,100,42.75,43.199586,-3.589802,783.3,4.9
15a,15a_pattern,103,35.82,43.199688,-3.589927,787.0,7.9
15a,15a_pattern,156,44.09,43.201184,-3.594075,856.4,5.4
15a,15a_pattern,164,45.60,43.201059,-3.594479,866.9,8.7
15a,15a_pattern,170,38.90,43.201194,-3.594886,876.0,9.2
15a,15a_pattern,175,36.52,43.201296,-3.594944,879.8,7.7
15a,15a_pattern,178,42.32,43.201434,-3.594833,883.4,4.0
15a,15a_pattern,179,48.11,43.201456,-3.594839,884.6,2.5
15a,15a_pattern,189,43.37,43.201657,-3.595119,892.6,8.5
15a,15a_pattern,228,35.67,43.202494,-3.598945,924.0,7.8
15a,15a_pattern,372,52.52,43.202423,-3.61175,1009.4,8.8
15a,15a_pattern,373,96.90,43.20242,-3.611753,1009.8,0.4
15a,15a_pattern,374,72.67,43.202417,-3.61175,1010.1,0.4
15a,15a_pattern,377,57.47,43.202414,-3.611996,1017.5,9.4
15a,15a_pattern,384,40.64,43.20232,-3.61265,1023.5,3.2
15a,15a_pattern,385,35.72,43.202314,-3.612729,1025.8,6.4
15a,15a_pattern,389,45.29,43.202282,-3.613092,1031.1,7.9
15a,15a_pattern,391,43.20,43.202187,-3.613199,1036.4,7.2
15a,15a_pattern,397,49.40,43.201881,-3.613289,1045.4,8.9
15a,15a_pattern,398,42.69,43.201839,-3.613365,1048.7,7.7
15a,15a_pattern,399,43.65,43.201817,-3.613432,1051.3,6.0
15a,15a_pattern,401,36.11,43.20176,-3.613585,1056.0,7.8
15a,15a_pattern,402,63.80,43.201709,-3.6136,1059.7,5.8
15a,15a_pattern,403,60.44,43.201699,-3.613596,1060.4,1.2
15a,15a_pattern,404,46.13,43.201646,-3.613569,1063.3,6.3
15a,15a_pattern,405,80.05,43.201618,-3.613572,1065.8,3.1
15a,15a_pattern,407,61.73,43.201576,-3.613632,1069.2,6.8
15a,15a_pattern,408,60.19,43.201543,-3.613656,1071.7,4.2
15a,15a_pattern,409,65.41,43.201503,-3.613696,1075.3,5.5
15a,15a_pattern,410,74.59,43.201473,-3.6137,1077.8,3.4
15a,15a_pattern,411,69.83,43.201436,-3.613707,1080.7,4.2
15a,15a_pattern,412,74.80,43.201405,-3.613725,1083.5,3.7
15a,15a_pattern,413,61.44,43.201381,-3.613748,1085.5,3.3
15a,15a_pattern,414,51.15,43.201373,-3.613743,1086.0,1.0
15a,15a_pattern,422,52.13,43.201236,-3.614414,1096.8,5.8
15a,15a_pattern,425,74.83,43.201183,-3.614628,1101.7,7.1
15a,15a_pattern,427,52.71,43.201173,-3.614678,1103.3,6.2
15a,15a_pattern,428,51.34,43.201167,-3.614698,1104.2,1.8
15a,15a_pattern,429,43.96,43.201162,-3.614765,1106.6,5.5
15a,15a_pattern,430,-58.42,43.201186,-3.614784,1104.8,3.1
15a,15a_pattern,431,66.53,43.201172,-3.614809,1106.5,2.6
15a,15a_pattern,432,49.23,43.201168,-3.614823,1107.1,1.2
15a,15a_pattern,433,58.41,43.201115,-3.614789,1110.9,6.5
15a,15a_pattern,434,86.15,43.201067,-3.614787,1115.5,5.3
15a,15a_pattern,435,66.93,43.201046,-3.61481,1117.5,3.0
15a,15a_pattern,436,82.52,43.201019,-3.614805,1120.0,3.0
15a,15a_pattern,437,110.46,43.200994,-3.61483,1123.8,3.4
15a,15a_pattern,441,48.57,43.200956,-3.614927,1126.2,9.8
15a,15a_pattern,442,68.86,43.200912,-3.614944,1129.7,5.1
15a,15a_pattern,443,62.23,43.200868,-3.614914,1133.1,5.5
15a,15a_pattern,445,56.28,43.200809,-3.614974,1136.7,9.7
15a,15a_pattern,446,71.37,43.200767,-3.614939,1140.6,5.5
15a,15a_pattern,447,61.02,43.200745,-3.614901,1143.0,3.9
15a,15a_pattern,448,67.28,43.20071,-3.614848,1146.9,5.8
15a,15a_pattern,449,45.95,43.200691,-3.614798,1149.0,4.6
15a,15a_pattern,450,54.66,43.200672,-3.614773,1150.6,2.9
15a,15a_pattern,451,58.91,43.20064,-3.614759,1152.8,3.7
15a,15a_pattern,452,48.16,43.200607,-3.614735,1154.8,4.2
15a,15a_pattern,453,66.50,43.200579,-3.614709,1157.3,3.8
15a,15a_pattern,454,48.11,43.200557,-3.614715,1158.5,2.5
15a,15a_pattern,457,35.67,43.200507,-3.614832,1161.4,8.9
15a,15a_pattern,458,74.22,43.200483,-3.61486,1164.0,3.5
15a,15a_pattern,459,116.58,43.200458,-3.614881,1167.8,3.3
15a,15a_pattern,460,115.07,43.200446,-3.614893,1169.7,1.7
15a,15a_pattern,462,57.99,43.200421,-3.614979,1170.8,7.7
15a,15a_pattern,463,69.86,43.200398,-3.615028,1174.1,4.7
15a,15a_pattern,464,68.86,43.200375,-3.615067,1176.9,4.1
15a,15a_pattern,465,71.31,43.200338,-3.615106,1180.6,5.2
15a,15a_pattern,466,77.07,43.200313,-3.615114,1182.8,2.9
15a,15a_pattern,467,86.28,43.200298,-3.615104,1184.4,1.9
15a,15a_pattern,468,83.20,43.200283,-3.615087,1186.2,2.2
15a,15a_pattern,469,57.98,43.200249,-3.615083,1188.4,3.8
15a,15a_pattern,470,36.90,43.200211,-3.615071,1190.0,4.3
