pasada,pattern_file,fix_type,idx_ini,idx_fin,dz_median_diff_m,max_abs_slope_before
12,12_pattern.gpx,SPIKE,438,439,5.0,0.2402631916806996
13,13_pattern.gpx,SPIKE,278,279,-5.5,0.23988510053170115
13,13_pattern.gpx,SPIKE,298,299,-6.300000000000011,0.2470127818602453
13,13_pattern.gpx,SPIKE,363,364,0.4000000000000057,0.2853877525785803
14,14_pattern.gpx,STEP,95,97,-21.30000000000001,0.22747076212490175
14,14_pattern.gpx,SPIKE,167,168,17.0,0.21728087528917506
14,14_pattern.gpx,SPIKE,211,212,5.0,0.26874738564202805
14,14_pattern.gpx,SPIKE,236,237,-5.5,0.2847844974532435
14,14_pattern.gpx,STEP,279,281,-9.699999999999989,0.2877954994280838
14,14_pattern.gpx,STEP,287,292,-9.249017038087914,0.5642027739374953
14,14_pattern.gpx,STEP,305,307,-15.943057031125335,0.34192886361872943
14,14_pattern.gpx,SPIKE,310,311,-13.478524480542461,0.28892057459119463
14,14_pattern.gpx,STEP,357,361,15.300000000000011,0.3728610090543443
14,14_pattern.gpx,STEP,379,382,19.799999999999983,0.37812302487301497
14,14_pattern.gpx,SPIKE,389,390,11.594274485175475,0.2799591508754009
14,14_pattern.gpx,SPIKE,401,402,-12.299999999999983,0.32838485380066695
14,14_pattern.gpx,SPIKE,411,412,-16.30000000000001,0.468280164937461
14,14_pattern.gpx,SPIKE,420,421,-18.504535335463828,0.28624398429291154
14,14_pattern.gpx,STEP,426,430,-17.599999999999994,0.29917360010510136
14,14_pattern.gpx,STEP,441,444,9.42831502967556,0.3507484677278134
14,14_pattern.gpx,STEP,454,457,32.685143246387554,0.38834773822651447
15,15_pattern.gpx,STEP,40,44,26.100000000000023,0.47408808256246815
15,15_pattern.gpx,SPIKE,46,47,11.321838098968328,0.35809114063952086
15,15_pattern.gpx,STEP,49,52,11.590080706194158,0.8503704263907256
15,15_pattern.gpx,SPIKE,54,55,9.81166290041699,0.7224424837626068
15,15_pattern.gpx,STEP,57,60,11.289155310263027,0.35692235606462297
15,15_pattern.gpx,SPIKE,64,65,13.059112728743457,0.4013681257272394
15,15_pattern.gpx,STEP,68,76,25.650211021576297,0.44511441868955043
15,15_pattern.gpx,SPIKE,78,79,23.890440147680238,0.380096978631572
15,15_pattern.gpx,STEP,82,88,37.91550180075819,0.3885805083600054
15,15_pattern.gpx,STEP,90,93,37.54949751916536,0.39533488026799024
15,15_pattern.gpx,STEP,96,98,33.84066631154769,0.4142533533380634
15,15_pattern.gpx,SPIKE,102,103,36.309606921458226,0.35823673934597766
15,15_pattern.gpx,STEP,109,111,36.9972812483511,0.37223820214290526
15,15_pattern.gpx,SPIKE,114,115,37.21063924109308,0.2638617413343248
15,15_pattern.gpx,SPIKE,119,120,38.21732328038809,0.2613759961652274
15,15_pattern.gpx,SPIKE,146,147,20.399999999999977,0.22869768443724164
15,15_pattern.gpx,STEP,151,161,38.200000000000045,0.4408543590349912
15,15_pattern.gpx,STEP,163,167,27.188436647300705,0.45598508023070583
15,15_pattern.gpx,STEP,169,171,25.495232644269777,0.38895947552282983
15,15_pattern.gpx,STEP,173,175,25.921532928131,0.3651943594683083
15,15_pattern.gpx,STEP,178,183,25.76706044904074,0.48112320528657515
15,15_pattern.gpx,STEP,188,190,19.004571634640456,0.4336758874367437
15,15_pattern.gpx,SPIKE,208,209,13.399999999999977,0.26230458796904854
15,15_pattern.gpx,STEP,225,236,42.0,0.35671957347937305
15,15_pattern.gpx,STEP,238,243,20.71026016423957,0.33912719460811613
15,15_pattern.gpx,SPIKE,344,345,25.700000000000045,0.21014402520616332
15,15_pattern.gpx,SPIKE,351,352,28.700000000000045,0.2342062819257232
15,15_pattern.gpx,STEP,354,356,33.0,0.2766480205030173
15,15_pattern.gpx,STEP,361,365,31.295283153212495,0.36974744451962954
15,15_pattern.gpx,STEP,371,375,28.972619686110647,0.968974331996501
15,15_pattern.gpx,STEP,377,379,19.307036146295104,0.5746633267950371
15,15_pattern.gpx,SPIKE,384,385,24.792752687323627,0.4064293541178812
15,15_pattern.gpx,STEP,389,392,31.51403131721395,0.4529465675751358
15,15_pattern.gpx,STEP,396,415,65.63096749896295,0.8005278117351141
15,15_pattern.gpx,STEP,418,420,48.380596956209274,0.3335074540164441
15,15_pattern.gpx,STEP,427,438,74.52153197453049,1.1046307401028588
15,15_pattern.gpx,STEP,440,443,74.53780870961054,0.6885805179771378
15,15_pattern.gpx,STEP,445,455,91.57715378431521,0.7137176107211596
15,15_pattern.gpx,STEP,457,460,93.70380504505397,1.1657796367690698
15,15_pattern.gpx,STEP,462,470,94.68995028609402,0.8627894844716979
15,15_pattern.gpx,SPIKE,474,475,98.0467120707176,0.3526391196245574
15,15_pattern.gpx,SPIKE,477,478,106.2842206025307,0.6105361821114514
15,15_pattern.gpx,STEP,480,483,116.88577493480489,0.5770857857140841
15,15_pattern.gpx,STEP,485,490,123.0749549295399,0.8094350055101854
15,15_pattern.gpx,STEP,492,495,125.68348696087219,0.6181446111258262
15,15_pattern.gpx,SPIKE,497,498,126.58708076400922,0.41104507420117753
15,15_pattern.gpx,STEP,500,518,154.3072692470255,1.1308990770367036
15,15_pattern.gpx,SPIKE,520,521,138.69250596716734,0.7596573107969709
15,15_pattern.gpx,STEP,616,620,28.299999999999955,0.7275949092708227
15,15_pattern.gpx,STEP,624,630,23.306834855508896,0.6189306820934207
15,15_pattern.gpx,STEP,682,688,-15.0,0.42320192767148523
15,15_pattern.gpx,SPIKE,718,719,-18.699999999999818,0.24953001228616897
15,15_pattern.gpx,SPIKE,721,722,-20.09999999999991,0.3434447784595662
15,15_pattern.gpx,SPIKE,724,725,-23.09999999999991,0.3080575161649039
15,15_pattern.gpx,STEP,729,733,-24.627502544306708,0.3264579745668112
15,15_pattern.gpx,STEP,737,741,-30.986047263111686,0.31548837742901803
15,15_pattern.gpx,STEP,745,747,-26.598906940430652,0.29262625269541287
15,15_pattern.gpx,SPIKE,753,754,-33.45174944446194,0.4589244383112193
15,15_pattern.gpx,STEP,759,763,-25.89607238765734,0.2544500852996744
15,15_pattern.gpx,STEP,787,789,-24.0,0.3404689963032808
15,15_pattern.gpx,STEP,867,872,-35.40000000000009,0.33293814895173246
15,15_pattern.gpx,SPIKE,874,875,-27.0004692776547,0.423800452503159
15,15_pattern.gpx,STEP,877,881,-28.380147832907824,0.37123712147994226
15,15_pattern.gpx,SPIKE,885,886,-17.849265392471352,0.28419716634273573
15,15_pattern.gpx,SPIKE,889,890,-16.12802686941768,0.27749927710905337
15,15_pattern.gpx,SPIKE,898,899,-13.222981947637209,1.2293178100331075
15,15_pattern.gpx,STEP,902,904,-13.422981947637254,0.6375115472801552
15,15_pattern.gpx,STEP,933,939,-15.700000000000045,0.7270279138945562
15,15_pattern.gpx,STEP,941,943,-10.67268753170515,1.069119507489675
15,15_pattern.gpx,SPIKE,946,953,0.36992826146547486,1.4682200871046143
15,15_pattern.gpx,STEP,960,969,30.384254801053885,1.3828787093175667
15,15_pattern.gpx,STEP,973,977,20.87806417298293,1.083190059430783
15,15_pattern.gpx,SPIKE,986,987,19.42776472477817,0.5821301726439713
15,15_pattern.gpx,STEP,991,994,16.889787847221214,0.6630647719698639
15,15_pattern.gpx,SPIKE,998,999,21.981031736066598,0.23045577395271893
15,15_pattern.gpx,SPIKE,1003,1004,17.374243951347808,0.3937579751535339
15,15_pattern.gpx,STEP,1006,1008,16.502761071855048,1.0862619696602567
15,15_pattern.gpx,STEP,1023,1025,-13.416671679926367,0.6209914469751056
15,15_pattern.gpx,STEP,1034,1037,-11.41573240061939,0.7823135809808703
15,15_pattern.gpx,SPIKE,1041,1042,-8.60530329445146,0.2644293384192817
15,15_pattern.gpx,SPIKE,1107,1108,14.099999999999909,0.28104329563477604
15,15_pattern.gpx,SPIKE,1116,1117,12.096797804040307,0.27901167687386697
15,15_pattern.gpx,SPIKE,1161,1162,-17.0,0.28882890556750973
15,15_pattern.gpx,SPIKE,1167,1168,-14.0,0.25663804401034185
15,15_pattern.gpx,SPIKE,1229,1230,1.099999999999909,0.2433543580418998
15,15_pattern.gpx,SPIKE,1254,1255,8.799999999999955,0.2517675818284565
15,15_pattern.gpx,STEP,1262,1265,-5.298774533863025,0.3798426947031726
15,15_pattern.gpx,SPIKE,1276,1277,-3.008598126821198,0.8909037748810947
15,15_pattern.gpx,STEP,1284,1286,-20.903881655272016,0.8189079662934421
15,15_pattern.gpx,STEP,1288,1293,-22.010065076186493,0.9034795826766547
15,15_pattern.gpx,STEP,1298,1300,-13.598961966963088,0.5501557510209462
15,15_pattern.gpx,STEP,1309,1311,-15.761033166628522,0.7712274838134541
15,15_pattern.gpx,SPIKE,1323,1324,-15.611612652388885,0.6815015295263931
15,15_pattern.gpx,STEP,1329,1332,-16.327686114267863,0.8573293720683405
15,15_pattern.gpx,STEP,1336,1339,-7.915287983784992,0.4482339938275349
15,15_pattern.gpx,SPIKE,1342,1343,-4.93093878777222,0.2553589496894867
15,15_pattern.gpx,STEP,1352,1354,-8.397404089341308,0.35064316577925075
15,15_pattern.gpx,STEP,1389,1392,-18.600000000000023,0.6268575425284217
15,15_pattern.gpx,SPIKE,1394,1395,-13.156735799310923,0.3257884097876758
15,15_pattern.gpx,STEP,1411,1415,-16.200000000000045,0.35568951049242015
15,15_pattern.gpx,STEP,1417,1420,-10.12358074567635,0.44875606121451617
15,15_pattern.gpx,SPIKE,1466,1467,11.199999999999932,0.6621509838107372
15,15_pattern.gpx,SPIKE,1472,1473,9.799999999999955,0.40807648480206893
15,15_pattern.gpx,SPIKE,1492,1493,4.699999999999932,0.4493695233356851
15,15_pattern.gpx,SPIKE,1496,1497,18.399999999999977,0.2346546883236566
15,15_pattern.gpx,STEP,1500,1509,44.30000000000007,0.6213653669943345
15,15_pattern.gpx,STEP,1511,1515,44.514400134516904,0.49058862211714105
15,15_pattern.gpx,STEP,1517,1519,49.90162162380602,0.3228726429536897
15,15_pattern.gpx,STEP,1522,1526,44.20173847925821,0.4599484057526772
15,15_pattern.gpx,SPIKE,1542,1543,7.20848266444068,0.32907212699021676
15,15_pattern.gpx,SPIKE,1545,1546,-1.099999999999909,0.6243127654233774
15,15_pattern.gpx,STEP,1551,1553,-3.199999999999818,0.8479394208530695
15,15_pattern.gpx,STEP,1555,1558,2.5140174537136772,0.7079471377427178
15,15_pattern.gpx,STEP,1565,1567,17.704419548088254,0.4299324084625634
15,15_pattern.gpx,STEP,1569,1574,13.586645684544465,0.8202513007143295
15,15_pattern.gpx,SPIKE,1584,1587,-1.0727673740070713,0.7224617283332281
15,15_pattern.gpx,SPIKE,1590,1591,-5.339028620610634,0.7350397635018395
15,15_pattern.gpx,STEP,1593,1595,-15.372068840922566,1.1854111181581288
15,15_pattern.gpx,STEP,1600,1603,-19.373830746117847,0.6936577755489393
15,15_pattern.gpx,STEP,1605,1616,-26.876225314041676,0.6463545597485838
15,15_pattern.gpx,SPIKE,1622,1623,-19.057338473193795,0.2715523964845071
15,15_pattern.gpx,SPIKE,1631,1632,-9.836661800688034,0.543301908580484
15,15_pattern.gpx,STEP,1674,1676,-22.5,0.3807934234971957
15,15_pattern.gpx,STEP,1680,1683,-28.29601882071688,0.5437639703149033
15,15_pattern.gpx,SPIKE,1685,1686,-23.58917528958432,0.5029220503435493
15,15_pattern.gpx,STEP,1688,1690,-20.502253936933812,0.8998382821880404
15,15_pattern.gpx,STEP,1692,1694,-17.105987522981877,0.2486248395697101
15,15_pattern.gpx,STEP,1699,1701,-21.781671123968295,0.3565790706554359
15,15_pattern.gpx,STEP,1703,1705,-23.587141680014042,0.39482863805148977
15,15_pattern.gpx,STEP,1707,1709,-23.66084570446185,0.31690370448941896
15,15_pattern.gpx,STEP,1711,1720,-34.47583646576584,0.5113364956555956
15,15_pattern.gpx,STEP,1734,1736,-23.011554314080627,0.2602944817695259
15,15_pattern.gpx,STEP,1740,1744,-28.3857369982843,0.7872520494291041
15,15_pattern.gpx,STEP,1746,1753,-29.15796328025749,0.5231117436180958
15,15_pattern.gpx,STEP,1755,1757,-27.445124872360566,0.3058564892009842
15,15_pattern.gpx,STEP,1760,1762,-23.676631787368365,0.36102333461925146
15,15_pattern.gpx,SPIKE,1765,1766,-25.493096037031933,0.2788090659107081
15,15_pattern.gpx,STEP,1773,1775,-15.275197898668239,0.3533049166063927
15,15_pattern.gpx,SPIKE,1917,1918,-13.600000000000023,0.22503347909012755
15a,15a_pattern.gpx,STEP,40,44,26.100000000000023,0.47408808256246815
15a,15a_pattern.gpx,SPIKE,46,47,11.321838098968328,0.35809114063952086
15a,15a_pattern.gpx,STEP,49,52,11.590080706194158,0.8503704263907256
15a,15a_pattern.gpx,SPIKE,54,55,9.81166290041699,0.7224424837626068
15a,15a_pattern.gpx,STEP,57,60,11.289155310263027,0.35692235606462297
15a,15a_pattern.gpx,SPIKE,64,65,13.059112728743457,0.4013681257272394
15a,15a_pattern.gpx,STEP,68,76,25.650211021576297,0.44511441868955043
15a,15a_pattern.gpx,SPIKE,78,79,23.890440147680238,0.380096978631572
15a,15a_pattern.gpx,STEP,82,88,37.91550180075819,0.3885805083600054
15a,15a_pattern.gpx,STEP,90,93,37.54949751916536,0.39533488026799024
15a,15a_pattern.gpx,STEP,96,98,33.84066631154769,0.4142533533380634
15a,15a_pattern.gpx,SPIKE,102,103,36.309606921458226,0.35823673934597766
15a,15a_pattern.gpx,STEP,109,111,36.9972812483511,0.37223820214290526
15a,15a_pattern.gpx,SPIKE,114,115,37.21063924109308,0.2638617413343248
15a,15a_pattern.gpx,SPIKE,119,120,38.21732328038809,0.2613759961652274
15a,15a_pattern.gpx,SPIKE,146,147,20.399999999999977,0.22869768443724164
15a,15a_pattern.gpx,STEP,151,161,38.200000000000045,0.4408543590349912
15a,15a_pattern.gpx,STEP,163,167,27.188436647300705,0.45598508023070583
15a,15a_pattern.gpx,STEP,169,171,25.495232644269777,0.38895947552282983
15a,15a_pattern.gpx,STEP,173,175,25.921532928131,0.3651943594683083
15a,15a_pattern.gpx,STEP,178,183,25.76706044904074,0.48112320528657515
15a,15a_pattern.gpx,STEP,188,190,19.004571634640456,0.4336758874367437
15a,15a_pattern.gpx,SPIKE,208,209,13.399999999999977,0.26230458796904854
15a,15a_pattern.gpx,STEP,225,236,42.0,0.35671957347937305
15a,15a_pattern.gpx,STEP,238,243,20.71026016423957,0.33912719460811613
15a,15a_pattern.gpx,SPIKE,344,345,25.700000000000045,0.21014402520616332
15a,15a_pattern.gpx,SPIKE,351,352,28.700000000000045,0.2342062819257232
15a,15a_pattern.gpx,STEP,354,356,33.0,0.2766480205030173
15a,15a_pattern.gpx,STEP,361,365,31.295283153212495,0.36974744451962954
15a,15a_pattern.gpx,STEP,371,375,28.972619686110647,0.968974331996501
15a,15a_pattern.gpx,STEP,377,379,19.307036146295104,0.5746633267950371
15a,15a_pattern.gpx,SPIKE,384,385,24.792752687323627,0.4064293541178812
15a,15a_pattern.gpx,STEP,389,392,31.51403131721395,0.4529465675751358
15a,15a_pattern.gpx,STEP,396,415,65.63096749896295,0.8005278117351141
15a,15a_pattern.gpx,STEP,418,420,48.380596956209274,0.3335074540164441
15a,15a_pattern.gpx,STEP,427,438,74.52153197453049,1.1046307401028588
15a,15a_pattern.gpx,STEP,440,443,74.53780870961054,0.6885805179771378
15a,15a_pattern.gpx,STEP,445,455,91.57715378431521,0.7137176107211596
15a,15a_pattern.gpx,STEP,457,460,93.70380504505397,1.1657796367690698
15a,15a_pattern.gpx,STEP,462,470,94.68995028609402,0.8627894844716979
15a,15a_pattern.gpx,SPIKE,474,475,98.0467120707176,0.3526391196245574
15a,15a_pattern.gpx,SPIKE,477,478,106.2842206025307,0.6105361821114514
15a,15a_pattern.gpx,STEP,480,483,116.88577493480489,0.5770857857140841
15a,15a_pattern.gpx,STEP,485,490,123.0749549295399,0.8094350055101854
15a,15a_pattern.gpx,STEP,492,495,125.68348696087219,0.6181446111258262
15a,15a_pattern.gpx,SPIKE,497,498,126.58708076400922,0.41104507420117753
15a,15a_pattern.gpx,STEP,500,518,154.3072692470255,1.1308990770367036
15a,15a_pattern.gpx,SPIKE,520,521,138.69250596716734,0.7596573107969709
15a,15a_pattern.gpx,STEP,616,620,28.299999999999955,0.7275949092708227
15a,15a_pattern.gpx,STEP,624,630,23.306834855508896,0.6189306820934207
15a,15a_pattern.gpx,STEP,682,688,-15.0,0.42320192767148523
15a,15a_pattern.gpx,SPIKE,718,719,-18.699999999999818,0.24953001228616897
15a,15a_pattern.gpx,SPIKE,721,722,-20.09999999999991,0.3434447784595662
15a,15a_pattern.gpx,SPIKE,724,725,-23.09999999999991,0.3080575161649039
15a,15a_pattern.gpx,STEP,729,733,-24.627502544306708,0.3264579745668112
15a,15a_pattern.gpx,STEP,737,741,-30.986047263111686,0.31548837742901803
15a,15a_pattern.gpx,STEP,745,747,-26.598906940430652,0.29262625269541287
15a,15a_pattern.gpx,SPIKE,753,754,-33.45174944446194,0.4589244383112193
15a,15a_pattern.gpx,STEP,759,763,-25.89607238765734,0.2544500852996744
15a,15a_pattern.gpx,STEP,787,789,-24.0,0.3404689963032808
15a,15a_pattern.gpx,STEP,867,872,-35.40000000000009,0.33293814895173246
15a,15a_pattern.gpx,SPIKE,874,875,-27.0004692776547,0.423800452503159
15a,15a_pattern.gpx,STEP,877,881,-28.380147832907824,0.37123712147994226
15a,15a_pattern.gpx,SPIKE,885,886,-17.849265392471352,0.28419716634273573
15a,15a_pattern.gpx,SPIKE,889,890,-16.12802686941768,0.27749927710905337
15a,15a_pattern.gpx,SPIKE,898,899,-13.222981947637209,1.2293178100331075
15a,15a_pattern.gpx,STEP,902,904,-13.422981947637254,0.6375115472801552
15a,15a_pattern.gpx,STEP,933,939,-15.700000000000045,0.7270279138945562
15a,15a_pattern.gpx,STEP,941,943,-10.67268753170515,1.069119507489675
15a,15a_pattern.gpx,SPIKE,946,953,0.36992826146547486,1.4682200871046143
15a,15a_pattern.gpx,STEP,960,969,30.384254801053885,1.3828787093175667
15a,15a_pattern.gpx,STEP,973,977,20.87806417298293,1.083190059430783
15a,15a_pattern.gpx,SPIKE,986,987,19.42776472477817,0.5821301726439713
15a,15a_pattern.gpx,STEP,991,994,16.889787847221214,0.6630647719698639
15a,15a_pattern.gpx,SPIKE,998,999,21.981031736066598,0.23045577395271893
15a,15a_pattern.gpx,SPIKE,1003,1004,17.374243951347808,0.3937579751535339
15a,15a_pattern.gpx,STEP,1006,1008,16.502761071855048,1.0862619696602567
15a,15a_pattern.gpx,STEP,1023,1025,-13.416671679926367,0.6209914469751056
15a,15a_pattern.gpx,STEP,1034,1037,-11.41573240061939,0.7823135809808703
15a,15a_pattern.gpx,SPIKE,1041,1042,-8.60530329445146,0.2644293384192817
15a,15a_pattern.gpx,SPIKE,1107,1108,14.099999999999909,0.28104329563477604
15a,15a_pattern.gpx,SPIKE,1116,1117,12.096797804040307,0.27901167687386697
15a,15a_pattern.gpx,SPIKE,1161,1162,-17.0,0.28882890556750973
15a,15a_pattern.gpx,SPIKE,1167,1168,-14.0,0.25663804401034185
15a,15a_pattern.gpx,SPIKE,1229,1230,1.099999999999909,0.2433543580418998
15a,15a_pattern.gpx,SPIKE,1254,1255,8.799999999999955,0.2517675818284565
15a,15a_pattern.gpx,STEP,1262,1265,-5.298774533863025,0.3798426947031726
15a,15a_pattern.gpx,SPIKE,1276,1277,-3.008598126821198,0.8909037748810947
15a,15a_pattern.gpx,STEP,1284,1286,-20.903881655272016,0.8189079662934421
15a,15a_pattern.gpx,STEP,1288,1293,-22.010065076186493,0.9034795826766547
15a,15a_pattern.gpx,STEP,1298,1300,-13.598961966963088,0.5501557510209462
15a,15a_pattern.gpx,STEP,1309,1311,-15.761033166628522,0.7712274838134541
15a,15a_pattern.gpx,SPIKE,1323,1324,-15.611612652388885,0.6815015295263931
15a,15a_pattern.gpx,STEP,1329,1332,-16.327686114267863,0.8573293720683405
15a,15a_pattern.gpx,STEP,1336,1339,-7.915287983784992,0.4482339938275349
15a,15a_pattern.gpx,SPIKE,1342,1343,-4.93093878777222,0.2553589496894867
15a,15a_pattern.gpx,STEP,1352,1354,-8.397404089341308,0.35064316577925075
15a,15a_pattern.gpx,STEP,1389,1392,-18.600000000000023,0.6268575425284217
15a,15a_pattern.gpx,SPIKE,1394,1395,-13.156735799310923,0.3257884097876758
15a,15a_pattern.gpx,STEP,1411,1415,-16.200000000000045,0.35568951049242015
15a,15a_pattern.gpx,STEP,1417,1420,-10.12358074567635,0.44875606121451617
15a,15a_pattern.gpx,SPIKE,1466,1467,11.199999999999932,0.6621509838107372
15a,15a_pattern.gpx,SPIKE,1472,1473,9.799999999999955,0.40807648480206893
15a,15a_pattern.gpx,SPIKE,1492,1493,4.699999999999932,0.4493695233356851
15a,15a_pattern.gpx,SPIKE,1496,1497,18.399999999999977,0.2346546883236566
15a,15a_pattern.gpx,STEP,1500,1509,44.30000000000007,0.6213653669943345
15a,15a_pattern.gpx,STEP,1511,1515,44.514400134516904,0.49058862211714105
15a,15a_pattern.gpx,STEP,1517,1519,49.90162162380602,0.3228726429536897
15a,15a_pattern.gpx,STEP,1522,1526,44.20173847925821,0.4599484057526772
15a,15a_pattern.gpx,SPIKE,1542,1543,7.20848266444068,0.32907212699021676
15a,15a_pattern.gpx,SPIKE,1545,1546,-1.099999999999909,0.6243127654233774
15a,15a_pattern.gpx,STEP,1551,1553,-3.199999999999818,0.8479394208530695
15a,15a_pattern.gpx,STEP,1555,1558,2.5140174537136772,0.7079471377427178
15a,15a_pattern.gpx,STEP,1565,1567,17.704419548088254,0.4299324084625634
15a,15a_pattern.gpx,STEP,1569,1574,13.586645684544465,0.8202513007143295
15a,15a_pattern.gpx,SPIKE,1584,1587,-1.0727673740070713,0.7224617283332281
15a,15a_pattern.gpx,SPIKE,1590,1591,-5.339028620610634,0.7350397635018395
15a,15a_pattern.gpx,STEP,1593,1595,-15.372068840922566,1.1854111181581288
15a,15a_pattern.gpx,STEP,1600,1603,-19.373830746117847,0.6936577755489393
15a,15a_pattern.gpx,STEP,1605,1616,-26.77622531404154,0.6463545597485838
15a,15a_pattern.gpx,SPIKE,1622,1623,-11.608470535687957,0.2715523964845071
15b,15b_pattern.gpx,STEP,40,44,26.100000000000023,0.47408808256246815
15b,15b_pattern.gpx,SPIKE,46,47,11.321838098968328,0.35809114063952086
15b,15b_pattern.gpx,STEP,49,52,11.590080706194158,0.8503704263907256
15b,15b_pattern.gpx,SPIKE,54,55,9.81166290041699,0.7224424837626068
15b,15b_pattern.gpx,STEP,57,60,11.289155310263027,0.35692235606462297
15b,15b_pattern.gpx,SPIKE,64,65,13.059112728743457,0.4013681257272394
15b,15b_pattern.gpx,STEP,68,76,25.650211021576297,0.44511441868955043
15b,15b_pattern.gpx,SPIKE,78,79,23.890440147680238,0.380096978631572
15b,15b_pattern.gpx,STEP,82,88,37.91550180075819,0.3885805083600054
15b,15b_pattern.gpx,STEP,90,93,37.54949751916536,0.39533488026799024
15b,15b_pattern.gpx,STEP,96,98,33.84066631154769,0.4142533533380634
15b,15b_pattern.gpx,SPIKE,102,103,36.309606921458226,0.35823673934597766
15b,15b_pattern.gpx,STEP,109,111,36.9972812483511,0.37223820214290526
15b,15b_pattern.gpx,SPIKE,114,115,37.21063924109308,0.2638617413343248
15b,15b_pattern.gpx,SPIKE,119,120,38.21732328038809,0.2613759961652274
15b,15b_pattern.gpx,SPIKE,146,147,20.399999999999977,0.22869768443724164
15b,15b_pattern.gpx,STEP,151,161,38.200000000000045,0.4408543590349912
15b,15b_pattern.gpx,STEP,163,167,27.188436647300705,0.45598508023070583
15b,15b_pattern.gpx,STEP,169,171,25.495232644269777,0.38895947552282983
15b,15b_pattern.gpx,STEP,173,175,25.921532928131,0.3651943594683083
15b,15b_pattern.gpx,STEP,178,183,25.76706044904074,0.48112320528657515
15b,15b_pattern.gpx,STEP,188,190,19.004571634640456,0.4336758874367437
15b,15b_pattern.gpx,SPIKE,208,209,13.399999999999977,0.26230458796904854
15b,15b_pattern.gpx,STEP,225,236,42.0,0.35671957347937305
15b,15b_pattern.gpx,STEP,238,243,20.71026016423957,0.33912719460811613
